genus_name,trait_type,trait_value,trait_unit,size_value_final,size_units,size_type,temperature,condition_label
Chalcolestes,development,117,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,108,Days,29.53,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,92,Days,36.98,milligram,"fresh body mass",20,test
Chalcolestes,development,99,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,92,Days,32.18,milligram,"fresh body mass",20,test
Chalcolestes,development,115,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,94,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,100,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,102,Days,36.6,milligram,"fresh body mass",20,test
Chalcolestes,development,93,Days,24.91,milligram,"fresh body mass",20,test
Chalcolestes,development,99,Days,27.28,milligram,"fresh body mass",20,test
Chalcolestes,development,97,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,90,Days,34.19,milligram,"fresh body mass",20,test
Chalcolestes,development,98,Days,33.31,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,96,Days,38.81,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,105,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,97,Days,36.81,milligram,"fresh body mass",20,test
Chalcolestes,development,94,Days,32.04,milligram,"fresh body mass",20,test
Chalcolestes,development,113,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,96,Days,31.9,milligram,"fresh body mass",20,test
Chalcolestes,development,113,Days,34.41,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,101,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,93,Days,20.89,milligram,"fresh body mass",20,test
Chalcolestes,development,113,Days,32.9,milligram,"fresh body mass",20,test
Chalcolestes,development,97,Days,34.46,milligram,"fresh body mass",20,test
Chalcolestes,development,113,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,90,Days,33.18,milligram,"fresh body mass",20,test
Chalcolestes,development,101,Days,35.94,milligram,"fresh body mass",20,test
Chalcolestes,development,111,Days,37.31,milligram,"fresh body mass",20,test
Chalcolestes,development,114,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,112,Days,33.27,milligram,"fresh body mass",20,test
Chalcolestes,development,90,Days,34.8,milligram,"fresh body mass",20,test
Chalcolestes,development,103,Days,36.6,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,115,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,97,Days,36.79,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,99,Days,33.65,milligram,"fresh body mass",20,test
Chalcolestes,development,90,Days,38.2,milligram,"fresh body mass",20,test
Chalcolestes,development,112,Days,31.66,milligram,"fresh body mass",20,test
Chalcolestes,development,112,Days,30.41,milligram,"fresh body mass",20,test
Chalcolestes,development,112,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,92,Days,28.03,milligram,"fresh body mass",20,test
Chalcolestes,development,90,Days,33.63,milligram,"fresh body mass",20,test
Chalcolestes,development,114,Days,30.21,milligram,"fresh body mass",20,test
Chalcolestes,development,104,Days,39.33,milligram,"fresh body mass",20,test
Chalcolestes,development,104,Days,37.97,milligram,"fresh body mass",20,test
Chalcolestes,development,100,Days,32.72,milligram,"fresh body mass",20,test
Chalcolestes,development,102,Days,32.98,milligram,"fresh body mass",20,test
Chalcolestes,development,91,Days,24.72,milligram,"fresh body mass",20,test
Chalcolestes,development,94,Days,33.79,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,93,Days,34.29,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,110,Days,36.91,milligram,"fresh body mass",20,test
Chalcolestes,development,110,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,92,Days,32.67,milligram,"fresh body mass",20,test
Chalcolestes,development,101,Days,37.71,milligram,"fresh body mass",20,test
Chalcolestes,development,99,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,111,Days,37.01,milligram,"fresh body mass",20,test
Chalcolestes,development,110,Days,39.6,milligram,"fresh body mass",20,test
Chalcolestes,development,111,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,112,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,113,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,110,Days,28.88,milligram,"fresh body mass",20,test
Chalcolestes,development,110,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,109,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,90,Days,36.03,milligram,"fresh body mass",20,test
Chalcolestes,development,100,Days,32.09,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,113,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,112,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,103,Days,41.7,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,113,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,92,Days,36.78,milligram,"fresh body mass",20,test
Chalcolestes,development,111,Days,34.25,milligram,"fresh body mass",20,test
Chalcolestes,development,112,Days,31.21,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,110,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,98,Days,35.85,milligram,"fresh body mass",20,test
Chalcolestes,development,112,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,96,Days,34.25,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,112,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,113,Days,33.43,milligram,"fresh body mass",20,test
Chalcolestes,development,91,Days,29.78,milligram,"fresh body mass",20,test
Chalcolestes,development,113,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,113,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,113,Days,26.04,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,94,Days,29.4,milligram,"fresh body mass",20,test
Chalcolestes,development,105,Days,32.86,milligram,"fresh body mass",20,test
Chalcolestes,development,105,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,90,Days,23.06,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,97,Days,3037,milligram,"fresh body mass",20,test
Chalcolestes,development,103,Days,39.87,milligram,"fresh body mass",20,test
Chalcolestes,development,92,Days,32.32,milligram,"fresh body mass",20,test
Chalcolestes,development,107,Days,35.36,milligram,"fresh body mass",20,test
Chalcolestes,development,95,Days,36.73,milligram,"fresh body mass",20,test
Chalcolestes,development,96,Days,31.24,milligram,"fresh body mass",20,test
Chalcolestes,development,111,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,109,Days,38.9,milligram,"fresh body mass",20,test
Chalcolestes,development,92,Days,30.18,milligram,"fresh body mass",20,test
Chalcolestes,development,88,Days,32.85,milligram,"fresh body mass",20,test
Chalcolestes,development,106,Days,31.08,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,112,Days,28.08,milligram,"fresh body mass",20,test
Chalcolestes,development,112,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,90,Days,24.86,milligram,"fresh body mass",20,test
Chalcolestes,development,112,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,95,Days,34.6,milligram,"fresh body mass",20,test
Chalcolestes,development,95,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,94,Days,33.93,milligram,"fresh body mass",20,test
Chalcolestes,development,94,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,95,Days,32.32,milligram,"fresh body mass",20,test
Chalcolestes,development,110,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,107,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,112,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,99,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,94,Days,33.32,milligram,"fresh body mass",20,test
Chalcolestes,development,112,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,95,Days,30.46,milligram,"fresh body mass",20,test
Chalcolestes,development,102,Days,34.28,milligram,"fresh body mass",20,test
Chalcolestes,development,112,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,109,Days,34.48,milligram,"fresh body mass",20,test
Chalcolestes,development,113,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,109,Days,35.83,milligram,"fresh body mass",20,test
Chalcolestes,development,91,Days,29.24,milligram,"fresh body mass",20,test
Chalcolestes,development,102,Days,35.15,milligram,"fresh body mass",20,test
Chalcolestes,development,101,Days,42.68,milligram,"fresh body mass",20,test
Chalcolestes,development,110,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,113,Days,27.57,milligram,"fresh body mass",20,test
Chalcolestes,development,108,Days,34.24,milligram,"fresh body mass",20,test
Chalcolestes,development,112,Days,29.86,milligram,"fresh body mass",20,test
Chalcolestes,development,99,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,91,Days,31.88,milligram,"fresh body mass",20,test
Chalcolestes,development,89,Days,33.07,milligram,"fresh body mass",20,test
Chalcolestes,development,107,Days,32.8,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,96,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,98,Days,26.83,milligram,"fresh body mass",20,test
Chalcolestes,development,117,Days,36.16,milligram,"fresh body mass",20,test
Chalcolestes,development,114,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,100,Days,34.69,milligram,"fresh body mass",20,test
Chalcolestes,development,88,Days,28.51,milligram,"fresh body mass",20,test
Chalcolestes,development,110,Days,30.57,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,107,Days,34.05,milligram,"fresh body mass",20,test
Chalcolestes,development,108,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,94,Days,28.06,milligram,"fresh body mass",20,test
Chalcolestes,development,106,Days,34.59,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,98,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,108,Days,24.89,milligram,"fresh body mass",20,test
Chalcolestes,development,104,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,106,Days,29.85,milligram,"fresh body mass",20,test
Chalcolestes,development,106,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,102,Days,34.05,milligram,"fresh body mass",20,test
Chalcolestes,development,107,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,108,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,109,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,106,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,109,Days,30.01,milligram,"fresh body mass",20,test
Chalcolestes,development,110,Days,34.29,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,103,Days,34.02,milligram,"fresh body mass",20,test
Chalcolestes,development,114,Days,32.01,milligram,"fresh body mass",20,test
Chalcolestes,development,88,Days,25.36,milligram,"fresh body mass",20,test
Chalcolestes,development,105,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,107,Days,33.23,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,108,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,93,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,96,Days,29.96,milligram,"fresh body mass",20,test
Chalcolestes,development,111,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,102,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,95,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,85,Days,31.95,milligram,"fresh body mass",20,test
Chalcolestes,development,113,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,92,Days,31.88,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,99,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,109,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,105,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,94,Days,41.02,milligram,"fresh body mass",20,test
Chalcolestes,development,110,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,109,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,93,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,107,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,116,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,103,Days,29.87,milligram,"fresh body mass",20,test
Chalcolestes,development,93,Days,28.87,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,111,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,94,Days,34.65,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,106,Days,38.92,milligram,"fresh body mass",20,test
Chalcolestes,development,104,Days,35.12,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,105,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,104,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,111,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,105,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,113,Days,35.28,milligram,"fresh body mass",20,test
Chalcolestes,development,114,Days,31.64,milligram,"fresh body mass",20,test
Chalcolestes,development,113,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,112,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,89,Days,32.21,milligram,"fresh body mass",20,test
Chalcolestes,development,103,Days,34.55,milligram,"fresh body mass",20,test
Chalcolestes,development,109,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,102,Days,31.8,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,85,Days,32.01,milligram,"fresh body mass",20,test
Chalcolestes,development,106,Days,38.25,milligram,"fresh body mass",20,test
Chalcolestes,development,92,Days,37.47,milligram,"fresh body mass",20,test
Chalcolestes,development,100,Days,33.02,milligram,"fresh body mass",20,test
Chalcolestes,development,103,Days,36.76,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,103,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,104,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,105,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,97,Days,36.32,milligram,"fresh body mass",20,test
Chalcolestes,development,90,Days,33.55,milligram,"fresh body mass",20,test
Chalcolestes,development,98,Days,35.57,milligram,"fresh body mass",20,test
Chalcolestes,development,84,Days,32.4,milligram,"fresh body mass",20,test
Chalcolestes,development,98,Days,40.56,milligram,"fresh body mass",20,test
Chalcolestes,development,93,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,95,Days,28.86,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,104,Days,38.23,milligram,"fresh body mass",20,test
Chalcolestes,development,102,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,107,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,91,Days,38.74,milligram,"fresh body mass",20,test
Chalcolestes,development,104,Days,39.22,milligram,"fresh body mass",20,test
Chalcolestes,development,97,Days,35.34,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,105,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,84,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,104,Days,41.43,milligram,"fresh body mass",20,test
Chalcolestes,development,107,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,107,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,116,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,106,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,89,Days,32.27,milligram,"fresh body mass",20,test
Chalcolestes,development,104,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,99,Days,39.53,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,108,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,89,Days,34.02,milligram,"fresh body mass",20,test
Chalcolestes,development,97,Days,36.84,milligram,"fresh body mass",20,test
Chalcolestes,development,110,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,106,Days,39.31,milligram,"fresh body mass",20,test
Chalcolestes,development,109,Days,26.87,milligram,"fresh body mass",20,test
Chalcolestes,development,108,Days,35.57,milligram,"fresh body mass",20,test
Chalcolestes,development,111,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,114,Days,35.55,milligram,"fresh body mass",20,test
Chalcolestes,development,110,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,97,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,105,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,120,Days,31.23,milligram,"fresh body mass",20,test
Chalcolestes,development,103,Days,34.99,milligram,"fresh body mass",20,test
Chalcolestes,development,105,Days,40.22,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,116,Days,30.06,milligram,"fresh body mass",20,test
Chalcolestes,development,104,Days,37.5,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,114,Days,38.08,milligram,"fresh body mass",20,test
Chalcolestes,development,113,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,104,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,89,Days,27.72,milligram,"fresh body mass",20,test
Chalcolestes,development,106,Days,38.74,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,112,Days,36.45,milligram,"fresh body mass",20,test
Chalcolestes,development,112,Days,39.15,milligram,"fresh body mass",20,test
Chalcolestes,development,105,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,113,Days,39.07,milligram,"fresh body mass",20,test
Chalcolestes,development,112,Days,39.72,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,106,Days,37.12,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,111,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,105,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,105,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,111,Days,34.91,milligram,"fresh body mass",20,test
Chalcolestes,development,96,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,111,Days,38.84,milligram,"fresh body mass",20,test
Chalcolestes,development,87,Days,29.91,milligram,"fresh body mass",20,test
Chalcolestes,development,93,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,87,Days,30.17,milligram,"fresh body mass",20,test
Chalcolestes,development,107,Days,27.66,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,109,Days,29.22,milligram,"fresh body mass",20,test
Chalcolestes,development,117,Days,33.41,milligram,"fresh body mass",20,test
Chalcolestes,development,90,Days,32.32,milligram,"fresh body mass",20,test
Chalcolestes,development,106,Days,34.76,milligram,"fresh body mass",20,test
Chalcolestes,development,112,Days,36.36,milligram,"fresh body mass",20,test
Chalcolestes,development,109,Days,31.76,milligram,"fresh body mass",20,test
Chalcolestes,development,107,Days,28.6,milligram,"fresh body mass",20,test
Chalcolestes,development,107,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,107,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,110,Days,36.27,milligram,"fresh body mass",20,test
Chalcolestes,development,104,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,110,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,101,Days,35.47,milligram,"fresh body mass",20,test
Chalcolestes,development,109,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,117,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,109,Days,31.04,milligram,"fresh body mass",20,test
Chalcolestes,development,109,Days,29.89,milligram,"fresh body mass",20,test
Chalcolestes,development,87,Days,29.28,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,107,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,109,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,106,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,107,Days,24.46,milligram,"fresh body mass",20,test
Chalcolestes,development,106,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,108,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,117,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,120,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,110,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,99,Days,30.28,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,109,Days,35.2,milligram,"fresh body mass",20,test
Chalcolestes,development,118,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,98,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,90,Days,29.93,milligram,"fresh body mass",20,test
Chalcolestes,development,107,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,110,Days,34.07,milligram,"fresh body mass",20,test
Chalcolestes,development,100,Days,33.99,milligram,"fresh body mass",20,test
Chalcolestes,development,109,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,123,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,101,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,117,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,107,Days,24.44,milligram,"fresh body mass",20,test
Chalcolestes,development,108,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,106,Days,23.06,milligram,"fresh body mass",20,test
Chalcolestes,development,113,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,95,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,106,Days,24.55,milligram,"fresh body mass",20,test
Chalcolestes,development,"",Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,116,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,105,Days,38.13,milligram,"fresh body mass",20,test
Chalcolestes,development,101,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,113,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,107,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,106,Days,21.67,milligram,"fresh body mass",20,test
Chalcolestes,development,107,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,116,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,118,Days,"",milligram,"fresh body mass",20,test
Chalcolestes,development,107,Days,27.78,milligram,"fresh body mass",20,test
Chalcolestes,development,111,Days,"",milligram,"fresh body mass",20,test
